Product_ID,Product_Title,Product_Rating,Category,Discounted_Price,Actual_Price,Discount_Percentage
3255,Slippers,3.4,Men,149,399,62.66%
3256,CLAPTRAP AND WELCOME,4.1,Women,379,699,45.78%
3257,Flip Flops,3.3,Women,169,499,66.13%
3258,Women Pink Bellies,4.1,Women,426,499,14.63%
3259,Girls Stylish Casual,4,Women,685,999,31.43%
3260,Slippers,4.4,Women,664,1199,44.62%
3261,Bellies For Women,3.4,Women,197,499,60.52%
3262,DRAGON LADIES Running,4.1,Women,1499,1699,11.77%
3263,Flip Flops,3.7,Men,238,799,70.21%
3264,Women White Sports,4.3,Women,1049,3795,72.36%
3265,"Latest Collection, Comfortable",4.4,Women,449,999,55.06%
3266,Jutis For Men,3.9,Men,333,999,66.67%
3267,Women Black Heels,4.2,Women,599,999,40.04%
3268,Jutis For Men,3.8,Men,332,499,33.47%
3269,Drogo M Walking,4.3,Men,1406,2620,50.02%
3270,ALEXA Running Shoes,4.3,Women,1499,1699,11.77%
3271,Slippers,4.4,Women,664,1199,44.62%
3272,PERIS Running Shoes,4.1,Men,1699,2399,29.18%
3273,Extra Soft Running,4.1,Women,649,999,35.04%
3274,Welcome Pure Women'S,4.1,Women,305,499,38.88%
3275,Slip On For,4.2,Men,1559,5199,70.01%
3276,"Women Black, Blue,",4,Women,181,899,79.87%
3277,Women SL-165 Violet,4.3,Women,875,999,12.41%
3278,Men Black Sandal,3.9,Men,2621,3495,25.01%
3279,Flip Flops,4.1,Women,343,498,31.12%
3280,Slippers,4.8,Women,259,900,71.22%
3281,Boots For Women,4,Women,2089,5495,61.98%
3282,Women Pink Heels,3.7,Women,449,999,55.06%
3283,Women Black Flats,3.8,Women,299,799,62.58%
3284,Flex Agon Energytr,4.7,Women,2043,4999,59.13%
3285,Nike Downshifter 9,4.3,Women,2517,3995,37.00%
3286,Walking Shoes For,3.7,Men,398,999,60.16%
3287,Women Casual Boots,4.4,Women,499,999,50.05%
3288,"Women Maroon, Silver",4.2,Women,426,599,28.88%
3289,Stylish Casual Party,3.9,Men,426,999,57.36%
3290,Men Green Sports,4.6,Men,1979,3599,45.01%
3291,Bellies For Women,3.9,Women,249,499,50.10%
3292,Men's CASUAL Shoes,3.7,Men,399,999,60.06%
3293,Stylish Laser Punching,3.8,Women,569,998,42.99%
3294,"Women's/Ladies/Female/Girls Lightweight Comfortable,",4.4,Women,615,1040,47.45%
3295,Combo Pack of,4,Men,525,1499,64.98%
3296,Women Pink Bellies,3.6,Women,299,999,70.07%
3297,Socks Shoes Casuals,4.1,Men,498,999,50.15%
3298,Pictoris M Running,4.2,Men,2089,3799,45.01%
3299,Sneakers For Women,4.2,Women,348,999,65.17%
3300,Formal Shoes For,3.9,Men,399,999,60.06%
3301,Women Black Wedges,4.3,,2025,4499,54.99%
3302,Casual juties Jutis,3.5,Men,335,999,66.47%
3303,Women Black Wedges,2.8,Women,259,1499,82.72%
3304,"Women Brown, Black",4.8,Women,593,1299,54.35%
3305,Women Black Wedges,4.2,,499,999,50.05%
3306,Slides,4,Women,399,799,50.06%
3307,Women Navy Flats,4.3,Women,1750,3499,49.99%
3308,INTERFLEX Modern Running,4.4,Men,2399,3999,40.01%
3309,Men Grey Sandal,4.1,Men,299,349,14.33%
3310,LOAFER Loafers For,4,Men,347,999,65.27%
3311,Women Red Heels,4.4,Women,399,1549,74.24%
3312,Women Gold Bellies,4.6,Women,599,700,14.43%
3313,Zod Runner V3,4.1,Men,1799,3999,55.01%
3314,Rexine Punabi Jutis,3.8,Women,242,477,51.09%
3315,MARVEL-21 For Men,3.9,Men,474,599,20.87%
3316,ASIAN Women's Walking,3.6,Women,369,369,0.00%
3317,Women Gold Wedges,4,Women,499,549,9.11%
3318,Men Synthetic Leather,3.6,Men,499,999,50.05%
3319,Women Black Flats,4,Women,349,655,46.72%
3320,Oxford For Men,4.3,Men,4199,5999,30.01%
3321,Sparx Women SL-120,4.1,Women,488,539,9.46%
3322,Monk-263 Monk Strap,3.9,Men,1230,3995,69.21%
3323,Training & Gym,4.1,Men,379,999,62.06%
3324,Fashionable Women's Shoe,2.3,Women,449,998,55.01%
3325,Women Yellow Flats,4.1,Women,426,999,57.36%
3326,Women Gold Flats,4.2,Women,360,499,27.86%
3327,Double Buckle Women's,3.6,Women,402,499,19.44%
3328,Jutis For Women,4,Women,180,599,69.95%
3329,Boots For Men,4,Men,699,1999,65.03%
3330,Flip Flops,3.8,Men,220,299,26.42%
3331,More Cool Look,3.9,Men,464,1099,57.78%
3332,Women Black Heels,4,Women,498,999,50.15%
3333,Women Red Heels,3.8,Women,499,999,50.05%
3334,Smart Casuals Canvas,4,Men,379,998,62.02%
3335,Women Black Flats,4,Women,298,999,70.17%
3336,"Men Navy, Orange",4.1,Men,798,999,20.12%
3337,Women Black Heels,3.7,Women,361,699,48.35%
3338,High Ankle Boots,4.1,Men,474,999,52.55%
3339,Fila Men's Topline,4,Men,1399,1784,21.58%
3340,Stylish Latest Design,4.1,Women,347,999,65.27%
3341,Boots For Women,4.1,Women,475,999,52.45%
3342,Combo of 2,4,Men,272,1113,65.17%
3343,Women Multicolor Sports,4.1,Women,479,799,40.05%
3344,Beautiful Nagra Juti,4.2,Women,190,499,61.92%
3345,Women Tan Bellies,3.7,Women,499,999,50.05%
3346,Electron Street Eng,4.2,Men,2499,4999,50.01%
3347,Pure Syntethic Leather,4,Men,471,999,52.85%
3348,Mojaris For Men,3.8,Men,498,999,50.15%
3349,Socks Stylish Cricket,3.9,Men,449,999,55.06%
3350,Flip Flops,3.8,Men,220,299,26.42%
3351,Zod Runner NM,4.1,Men,1999,3999,50.01%
3352,"Women Black, Blue,",4,Women,181,899,79.87%
3353,STONIC Running Shoes,4.2,Men,1389,1499,7.34%
3354,Women Pink Wedges,4.1,Women,446,999,55.36%
3355,Women Tan Heels,3.9,Women,335,999,66.47%
3356,Combo Pack of,4,Women,449,1399,67.91%
3357,Slippers,3.7,Men,1198,1999,40.07%
3358,Zipper Synthetic Leather,4.3,Women,498,999,50.15%
3359,"Mens Flyknit Sneakers,",4.1,Men,666,999,33.33%
3360,Women Black Wedges,4.2,Women,503,806,43.04%
3361,Training & Gym,4.4,Women,2407,4305,45.85%
3362,Nigel Lace Up,3.6,Men,1760,4399,59.99%
3363,Suede Heart Snake,4.4,Women,1879,6999,73.15%
3364,Bouncer Light Weight,4.2,Men,695,699,0.57%
3365,Slippers,4.2,Women,349,370,5.68%
3366,"Men Black, Grey",4.1,Men,672,799,15.89%
3367,Men's Formal Derby,4.1,Men,949,999,5.01%
3368,Women White Bellies,3.9,Women,346,752,62.07%
3369,Women Green Bellies,4.1,Women,309,999,69.07%
3370,Blush-22 Canvas shoes,4.1,Women,331,499,33.67%
3371,Sparx Men SM-192,4,Men,783,1147,31.74%
3372,Men Hawaii Flip,3.7,Men,216,499,56.71%
3373,Mojari Bellies For,3.7,Women,270,499,45.89%
3374,Men Multicolor Sandal,4,Men,379,999,62.06%
3375,Women Black Sports,4.1,Women,639,799,20.03%
3376,Women Black Heels,3.8,Women,454,1599,71.61%
3377,Men Tan Casual,4.2,Men,558,999,44.14%
3378,Flip Flops,3.7,Men,629,899,30.03%
3379,Women Gold Wedges,3.3,Women,455,533,14.63%
3380,Walking Shoes For,4.4,Women,1229,4099,70.02%
3381,SPORTSTAR Men Black,3.9,Men,499,599,16.69%
3382,Stylish Walking Shoes,3.4,Women,1268,1690,24.97%
3383,"Women Grey, Blue",3.6,Women,474,499,5.01%
3384,Juttis For Men,4.1,Men,527,999,47.25%
3385,Boots For Women,4.5,Women,537,980,50.05%
3386,Slides,4.2,Women,229,499,54.11%
3387,Jutis For Men,3.8,Men,800,999,19.92%
3388,FORTUNE SRGE-192 Tan,4.1,Men,1049,1299,19.25%
3389,Women Red Heels,4,Women,599,999,40.04%
3390,SFG-204 Flip Flops,4.2,Men,259,284,8.80%
3391,Fashionable sneaker shoes,3.8,Men,299,3156,87.10%
3392,Women Black Bellies,4.9,Women,399,999,60.06%
3393,"Women Black, Blue,",4,Women,181,899,79.87%
3394,Royalcljog2Bb Sneakers For,3.8,Women,1995,4999,60.09%
3395,Men Multicolor Sandal,3.9,Men,488,1497,67.40%
3396,Slip On For,4.3,Men,1864,3299,43.50%
3397,Jutis For Women,3.9,Women,199,499,60.12%
3398,Casuals For Men,3.7,Men,449,999,55.06%
3399,Women Pink Bellies,3.7,Women,279,599,53.42%
3400,NASA Running Shoes,4.2,Men,1298,1699,23.60%
3401,Flip Flops,4,Women,898,899,0.11%
3402,Slides,4,Men,242,999,75.78%
3403,Pictoris M Running,4.1,Men,2089,3799,45.01%
3404,Sneakers For Women,4.2,Women,549,999,45.05%
3405,Knitted Socks Casuals,4,Men,517,850,50.05%
3406,Pink Fur Pearl,4.1,Women,299,499,40.08%
3407,Slides,4,Men,469,999,53.05%
3408,flip flop slippers,3.9,Men,199,499,60.12%
3409,Combo Pack of,3.8,Women,873,1996,56.26%
3410,Women Black Bellies,4,Women,299,999,70.07%
3411,Women Casual Boots,4.2,Women,399,999,60.06%
3412,Women Black Flats,4.1,Women,749,999,25.03%
3413,Women Black Heels,3.7,Women,339,1499,77.38%
3414,Running Shoes For,3.8,Men,379,999,62.06%
3415,Dashing Looking Jutis,4,Men,499,999,50.05%
3416,Boots For Women,3.7,Women,463,1499,69.11%
3417,Women Maroon Flats,3.3,Women,264,999,73.57%
3418,"AADI MEN""S BLACK",3.9,Men,349,749,53.40%
3419,Sneakers For Women,4.2,Women,549,999,45.05%
3420,Jutis For Men,3.9,Men,365,999,63.46%
3421,Women Gold Wedges,3.8,Women,549,999,45.05%
3422,Boots For Women,4.1,Women,356,999,64.36%
3423,Multicolor Bellies For,4,Women,395,700,43.57%
3424,Slides,3.6,Women,474,799,40.68%
3425,Slides,4.1,Men,449,599,25.04%
3426,SM-277 Running Shoes,4.2,Men,756,899,15.91%
3427,Women Tan Heels,3.7,,449,999,55.06%
3428,SABETTO Running Shoes,3.8,Men,999,2499,60.02%
3429,Exclusive Hip Hop,4,Men,555,999,44.44%
3430,Latest Stylish &,4.1,Women,355,499,28.86%
3431,Bellies For Women,4.2,,449,999,55.06%
3432,Women Brown Flats,4.2,Women,299,599,50.08%
3433,DRAGON LADIES Running,4.1,Women,1499,1699,11.77%
3434,Women Beige Heels,3.7,Women,479,499,4.01%
3435,"Women Brown, White",3.8,Women,499,799,37.55%
3436,SABETTO Running Shoes,4.6,Men,999,2499,60.02%
3437,Bellies For Women,4.1,Women,358,999,64.16%
3438,Women Tan Flats,4.4,Women,663,799,17.02%
3439,Women Brown Wedges,4.4,Women,698,699,0.14%
3440,SERENE - ELATION,4.2,Women,2000,4999,59.99%
3441,Boots For Women,3.5,Women,1621,2599,37.63%
3442,Bacca Bucci Men's,3.6,Men,999,999,0.00%
3443,Women Black Wedges,4.1,Women,578,599,3.51%
3444,Men Black Casual,3.9,Men,474,999,52.55%
3445,Slippers,4.1,Women,299,499,40.08%
3446,Combo Pack of,3.9,Men,474,998,52.51%
3447,Women Grey Flats,4.2,,389,999,61.06%
3448,Women Brown Heels,4.2,Women,475,999,52.45%
3449,Training & Gym,4.3,Women,2436,4499,45.85%
3450,Corporate Casuals For,4,Men,421,999,57.86%
3451,Mia Sneakers For,4,Women,449,999,55.06%
3452,Women Brown Flats,4.2,Women,299,599,50.08%
3453,Stylish & Comfortable,4,Men,569,1599,64.42%
3454,SM-162 Navy Blue,4.1,Men,474,499,5.01%
3455,Men Black Casual,4.3,,719,799,10.01%
3456,Smash Badminton Shoes,4.2,,1333,1990,33.02%
3457,ALEXA Running Shoes,4.3,Women,1499,1699,11.77%
3458,Women Brown Flats,4.1,Women,349,999,65.07%
3459,Women Natural Flats,4.1,Women,479,999,52.05%
3460,Women Off White,4.1,Women,549,999,45.05%
3461,DOCTOR EXTRA SOFT,4.1,Women,360,799,54.94%
3462,Black Silk Sharwani,3.7,Men,372,699,46.78%
3463,Comfortable Bellies Shoes,4.2,Women,449,999,55.06%
3464,Slippers,4.1,,1039,1599,35.02%
3465,Extra Soft Walking,4.2,Women,649,999,35.04%
3466,Women Grey Flats,4,Women,334,899,62.85%
3467,Leather Design Stylish,4.2,,398,1399,71.55%
3468,Running Shoes For,3.8,Men,379,999,62.06%
3469,0324 Slip On,3.8,Men,315,999,68.47%
3470,"GSH57 Latest Collection,",4.1,Women,499,999,50.05%
3471,Combo pack of,5,Men,612,926,40.04%
3472,High Heel Canvas,4.7,Women,599,999,40.04%
3473,VERTIGO BLK RUNNING,4.1,Men,839,2499,66.43%
3474,Stylish High Ankle,4.3,Women,599,999,40.04%
3475,Jutis For Women,3.9,Women,189,599,68.45%
3476,Women Multicolor Flats,4.1,Women,379,999,62.06%
3477,Sneaker Sneakers For,3.7,Men,325,999,67.47%
3478,Stylish High Ankel,4,Women,399,999,60.06%
3479,Women's Cream Bellies,4.1,Women,449,599,25.04%
3480,Women Red Heels,4,Women,664,999,33.53%
3481,AB1-SX00172L Casuals For,4.2,Women,790,799,1.13%
3482,Women Brown Wedges,4.2,Women,599,999,40.04%
3483,Women Silver Flats,3.9,Women,289,699,58.66%
3484,Women Gold Heels,4,Women,474,999,52.55%
3485,Slides,3.8,Men,279,999,72.07%
3486,Premium & Comfortable,4,Men,499,999,50.05%
3487,Slippers,3.5,Men,319,999,68.07%
3488,Perfect Stylish Girls,4.1,Women,379,999,62.06%
3489,Women Brown Jutis,4.4,Women,305,999,69.47%
3490,Casuals For Men,3.8,Men,379,999,62.06%
3491,"Women's/Ladies/Female/Girls Lightweight Comfortable,",4.4,Women,525,999,47.45%
3492,BANJOY STYLISH CASUAL,4.1,Women,473,999,52.65%
3493,GO WALK 5-SPARROW,4.3,Men,3499,4999,30.01%
3494,Combo Women Pack,3.9,Women,575,998,42.38%
3495,Women Casual Boots,4.4,Women,499,999,50.05%
3496,SOLAR LT TRAINER,3.7,Women,2953,7455,60.89%
3497,Girls Stylish &,4.2,Women,358,999,64.16%
3498,Belly-1714 Wedges For,4.4,Women,474,999,52.55%
3499,Women Brown Bellies,4.1,Women,499,999,50.05%
3500,VL COURT 2.0,4.2,Women,2060,4999,58.79%
3501,Sparx Men Blue,4.1,Men,371,399,7.02%
3502,Women Black Heels,4.6,Women,599,1249,52.04%
3503,Running Shoes For,4,Men,724,999,27.53%
3504,Oxford For Men,3.6,Men,664,2099,68.37%
3505,TRAVELLAR LP Running,4.2,Men,1500,2999,49.98%
3506,Funkin Orange Color,3.6,Men,199,1099,81.89%
3507,Belly Bellies For,4.1,Women,470,499,5.81%
3508,SL-138 Casuals For,4.1,Women,496,625,20.64%
3509,Combat Army Boot,4.2,Men,999,2299,56.55%
3510,Slippers,4.3,Men,1019,1699,40.02%
3511,Women Black Flats,4,Women,329,999,67.07%
3512,Bellies For Women,3.7,Women,293,999,70.67%
3513,Flip Flops,3.3,Women,169,499,66.13%
3514,Women Blue Sports,5,Women,1951,5997,67.47%
3515,Cardif Slip on,4.3,Men,1999,3999,50.01%
3516,High Class Jutis/Nagra,4.2,Men,349,999,65.07%
3517,Mor Pankh Design,3.8,Women,305,499,38.88%
3518,Women White Flats,4.1,Women,688,2394,72.03%
3519,Women Blue Heels,3.4,Women,379,999,62.06%
3520,"Perfect Stylish,Trending High",4.3,Women,365,999,63.46%
3521,sneaker shoes Sneakers,3.7,Men,360,999,63.96%
3522,Women Pink Flats,4.1,Women,599,999,40.04%
3523,Boots For Men,4.1,Men,599,999,40.04%
3524,Women Grey Bellies,4.1,Women,349,899,61.18%
3525,Men Tan Sandal,4,Men,436,999,56.36%
3526,Latest Collection &,4.2,Women,475,999,52.45%
3527,Slides,4,Men,449,999,55.06%
3528,Flip Flops,4.1,Women,352,895,63.83%
3529,ADILETTE AQUA Slides,4,Women,1499,1999,25.01%
3530,Synthetic Leather Casual,4.2,Women,398,999,60.16%
3531,Synthetic Leather Casual,4.2,Women,467,999,53.25%
3532,Bellies For Women,4.5,Women,499,999,50.05%
3533,Womens Casual comfort,3.9,Women,323,699,53.79%
3534,Slides,4,Women,299,999,70.07%
3535,Men Grey Casual,4,Men,1309,1975,35.02%
3536,Women's Classic Flower,4.1,Women,399,790,49.49%
3537,Voyager 1.0 Running,4.2,Men,1374,2499,45.02%
3538,Women Multicolor Wedges,3.2,Women,490,999,50.95%
3539,Walking Shoes For,4.5,Women,990,999,0.90%
3540,Women SL-126 Grey,4.2,Women,790,949,16.75%
3541,Running Shoes For,3.5,Men,348,498,30.12%
3542,Women's | Girls,4.3,Women,598,1699,64.80%
3543,Party Wear Tie,4,Women,238,776,50.08%
3544,Women Red Flats,3.9,Women,416,499,16.63%
3545,Sneakers For Women,4.2,Women,549,999,45.05%
3546,ARCH FIT -,4.4,Women,3499,4999,30.01%
3547,Women Beige Heels,3.9,Women,399,699,42.92%
3548,"Relax Reflexology Sandals,",3.6,Women,159,399,60.15%
3549,Synthetic Leather Casual,4.2,Women,460,999,53.95%
3550,Mojaris For Men,4.6,Men,379,999,62.06%
3551,"Women Red, Black",4,Women,349,499,30.06%
3552,Women Blue Wedges,3.8,Women,299,599,50.08%
3553,Flip Flops,3.9,Men,474,999,52.55%
3554,Womens Comfort Stylish,4,Women,340,1497,77.29%
3555,Women Beige Flats,4.1,Women,867,999,13.21%
3556,Bellies For Women,3.8,Women,419,699,40.06%
3557,High Heel Canvas,4.7,Women,599,999,40.04%
3558,Boots For Women,3.8,Women,477,1999,76.14%
3559,Men Black Sports,4.1,Men,1047,1999,47.62%
3560,Bellies For Women,3.7,Women,499,999,50.05%
3561,Women Maroon Heels,4,Women,275,1299,78.83%
3562,Slides,4.2,Men,2246,2995,25.01%
3563,"Women Gold, Black",4,Women,246,496,43.09%
3564,Pack of 2,3.8,Men,389,998,61.02%
3565,Training & Gym,4.3,Women,2436,4499,45.85%
3566,Women Black Heels,4.1,Women,399,799,50.06%
3567,Women Black Heels,3.9,Women,360,599,39.90%
3568,Lace Up For,3.8,Men,460,999,53.95%
3569,Mens Derby Police,3.8,Men,426,999,57.36%
3570,Sneakers For Women,3.8,Women,379,999,62.06%
3571,Jutis For Women,3.8,Women,249,499,50.10%
3572,ORIFWSH(OR)-1077 Sneakers For,4,Men,203,499,59.32%
3573,Men Ethnic Punjabi,3.8,Men,299,599,50.08%
3574,Sega 10 Brown,3.9,Men,569,949,40.04%
3575,Women Black Heels,4.1,Women,664,1999,66.78%
3576,Casual Beach Slides,4.1,Women,264,999,73.57%
3577,Sneakers For Women,4.4,Women,1528,5095,70.01%
3578,Women Black Heels,4.1,Women,603,999,39.64%
3579,Slip On For,4.1,Men,1011,1299,22.17%
3580,Women Pink Flats,4.1,Women,359,499,28.06%
3581,Women Pink Wedges,3.9,Women,559,999,44.04%
3582,Blush-83 Canvas shoes,4,Women,379,499,24.05%
3583,Flip Flops,3.8,Women,217,999,78.28%
3584,Slip On For,3.8,Men,971,3000,68.36%
3585,Lace Up For,3.9,Men,1234,6999,82.37%
3586,Slippers,4.1,Women,319,599,46.74%
3587,ROYCE-2 Running Shoes,4.2,Men,989,1049,5.72%
3588,Jutis For Men,3.8,Men,616,999,38.34%
3589,Sparx Men SM-192,4,Men,783,1147,31.74%
3590,Mojaris For Women,3.5,Women,259,499,48.10%
3591,QUICKMOTION Running Shoes,4.2,Women,2146,4999,57.07%
3592,Flip Flops,4,Women,499,1298,61.56%
3593,Asian Women's Running,4.1,Women,599,599,0.00%
3594,Men Olive Sandal,3.7,Men,299,1399,78.63%
3595,Erdiga 3 M,4.1,Men,2149,4299,50.01%
3596,Slippers,4.6,Women,569,999,43.04%
3597,"Women Navy, Gold",4,Women,155,499,68.94%
3598,Combo Pack of,3.8,Women,442,998,55.71%
3599,Mojaris For Women,3.7,Women,499,999,50.05%
3600,Women Black Flats,3.8,Women,404,899,55.06%
3601,Flip Flops,3.8,Women,249,999,75.08%
3602,Men Black Sandal,4,Men,1038,2161,47.57%
3603,Women Silver Wedges,3.6,Women,719,999,28.03%
3604,Comfortable & Stylish,3.9,Men,499,999,50.05%
3605,Cruxston Wn s,4,,1049,3999,73.77%
3606,Genuine Leather Calf,4,Women,3562,6599,46.02%
3607,Men White Sandal,4.3,Men,2271,3495,35.02%
3608,Men Black Sandal,3.8,Men,420,1999,78.99%
3609,Bellies For Women,3.9,Women,278,499,44.29%
3610,Lace Up For,3.8,Men,379,999,62.06%
3611,Mode XT Iridescent,4.3,Women,1995,6999,71.50%
3612,Women Maroon Wedges,3.9,Women,299,599,50.08%
3613,ELISTA Boots For,3.8,Women,999,2499,60.02%
3614,Women Black Flats,3.5,Women,299,599,50.08%
3615,Men Green Sandal,3.8,Men,569,999,43.04%
3616,Womens Black and,3.8,Women,236,499,52.71%
3617,Jutis For Women,3.9,Women,199,499,60.12%
3618,Longwalk Women Casual,4.4,Women,448,454,1.32%
3619,Bellies For Women,4.2,,374,1169,70.07%
3620,Women Gold Heels,4.1,Women,599,1199,50.04%
3621,"Perfect Stylish,Trending High",4.2,Women,355,999,64.46%
3622,Jutis For Men,3.3,Men,360,499,27.86%
3623,Men Black Sandal,4.2,Men,629,749,16.02%
3624,Dwane IDP Running,4.2,Men,1599,3999,60.02%
3625,Women's Cream Doctor,3.9,Women,599,999,40.04%
3626,Jutis For Women,4,Women,199,499,60.12%
3627,Women Red Flats,4,Women,284,499,43.09%
3628,Running Shoes For,3.6,Men,499,999,50.05%
3629,Men Multicolor Sandal,4,Men,289,999,71.07%
3630,Formal Derby For,4.1,Men,1048,3495,70.01%
3631,Women Black Flats,4,Women,155,499,68.94%
3632,Flip Flops,4.1,Women,299,599,50.08%
3633,MOCCASSIN Slip On,3.8,Men,622,2499,75.11%
3634,Slides,4.2,Men,359,499,28.06%
3635,Women Red Bellies,4.2,Women,689,2295,69.98%
3636,Rajasthani Jaipuri Partywear,3.9,Women,197,599,67.11%
3637,"punjabi jutti ,",4,Men,245,499,50.90%
3638,Wedges For Women,4,Women,549,999,45.05%
3639,Women SL-165 Navy,4.3,Women,899,999,10.01%
3640,Women Beige Flats,4.2,Women,331,499,33.67%
3641,"Walking Shoes,Gym Shoes,Sports",4,Men,557,999,44.24%
3642,Perfect Stylish Girls,4.3,Women,445,999,55.46%
3643,Boots For Women,4.2,Women,469,999,53.05%
3644,"Women's/Ladies/Female/Girls Lightweight Comfortable,",4.4,Women,525,999,47.45%
3645,Bellies For Women,4,Women,404,799,49.44%
3646,Flip Flops,3.7,Men,238,799,70.21%
3647,Casual ethnic juties,3.8,Men,367,999,63.26%
3648,Women Black Flats,4.2,Women,331,999,66.87%
3649,"Women Blue, Red",4.4,Women,764,849,10.01%
3650,Enzo 2 Shimmer,4.1,Women,3124,5499,43.19%
3651,ENVY Casuals For,4.4,Women,2000,4999,59.99%
3652,Women Black Flats,4.3,Women,138,330,9.64%
3653,High Heel Canvas,4.7,Women,599,999,40.04%
3654,"Men Red, Black",3.7,Men,599,999,40.04%
3655,Women Brown Flats,3.9,Women,213,499,57.31%
3656,Jutis For Women,3.9,Women,332,649,48.84%
3657,Premium Nappa Leather,3.6,Men,599,999,40.04%
3658,Lace Up For,4.1,Men,1049,3899,73.10%
3659,Women Pink Bellies,4.1,Women,299,999,70.07%
3660,Bellies For Women,4.3,Women,549,999,45.05%
3661,Boots For Women,3.7,Women,469,1999,76.54%
3662,FLEXAGON FORCE Training,4.4,Women,3094,4999,38.11%
3663,Zelt Sl 2.0,4.3,Men,2399,4799,50.01%
3664,Women Pink Heels,4,Women,398,999,60.16%
3665,Black-Marathon Running Shoes,4.1,Men,569,949,40.04%
3666,For Women (Beige),3.9,Women,499,1299,61.59%
3667,Latest Ankle Combat,3.9,Women,898,1399,35.81%
3668,Casual Sneakers Shoes,3.7,Men,539,999,46.05%
3669,Combo Pack of,3.7,Women,407,998,59.22%
3670,Slip On For,3.7,Women,490,1149,57.35%
3671,Slip On Sneakers,3.9,Men,350,999,64.97%
3672,Flip Flops,3.9,Men,331,999,66.87%
3673,AirSoon Women Beige,0,Women,319,499,36.07%
3674,OMEGA Running Shoes,4,Men,474,999,52.55%
3675,Myshtezia Presents Women's/Ladies/Female/Girls,4.2,Women,465,999,53.45%
3676,Latest Original Training,3.9,Men,474,1499,68.38%
3677,BOOTS FOR MEN,4.1,Men,947,1499,36.82%
3678,Jutis For Men,4.2,Men,474,999,52.55%
3679,Women's Boots For,4.1,Women,462,999,53.75%
3680,Flip Flops,3.9,Men,399,499,20.04%
3681,RC3532 003 Lace,4.1,Men,1935,4299,54.99%
3682,Women White Heels,3.9,,458,999,54.15%
3683,Flooristo White Casual,3.4,Men,469,599,21.70%
3684,Slides,3.2,Men,525,1497,64.93%
3685,Flip Flops,3.9,Women,149,229,34.93%
3686,Sports Mesh Running,4,Women,756,899,15.91%
3687,Jutis For Women,3.9,Women,332,649,48.84%
3688,Women Black Heels,3.9,Women,449,999,55.06%
3689,Flip Flops,4.1,Women,232,462,50.08%
3690,Lace Up For,3.9,Men,499,1399,64.33%
3691,Running Shoes For,4.1,Men,499,999,50.05%
3692,EMPIRE D'LUX SPOTTED,4.4,Women,2475,5499,54.99%
3693,Boots For Women,3.7,Women,479,1999,76.04%
3694,Slippers,3.8,Women,141,499,71.74%
3695,"Women Beige, Gold",4.1,Women,602,699,13.88%
3696,Hellion Z W,4.2,Women,1441,3299,56.32%
3697,Derby For Men,4.1,Men,1810,2999,39.65%
3698,Jutis For Women,3.9,Women,194,599,67.61%
3699,MEN'S EXECUTIVE AND,3.9,Men,569,999,43.04%
3700,Nova Wn's Sneakers,4.1,Women,3868,6999,44.74%
3701,Running Shoes For,4.1,Men,449,999,55.06%
3702,EL0040TN Boots For,4.1,Women,1011,2290,55.85%
3703,Women Beige Heels,3.9,Women,499,999,50.05%
3704,Kolhapuris For Men,3.8,Men,339,599,43.41%
3705,Girls Stylish Cut,4,Women,349,499,30.06%
3706,Worldcup-03 Running shoes,4.1,,1424,1999,28.76%
3707,Bxxy Men's Patent,3.9,Men,381,999,61.86%
3708,Sneakers For Women,3.9,Women,474,999,52.55%
3709,Jutis For Women,3.7,Women,379,499,24.05%
3710,Slip On For,3.9,Men,600,2199,72.71%
3711,Slides,3.9,Men,275,699,60.66%
3712,Disperse XT Pearl,4.9,Women,2837,4999,43.25%
3713,High Tops For,3.5,Men,599,999,40.04%
3714,Women Blue Wedges,4,Women,399,999,60.06%
3715,Women Gold Heels,4.1,Women,845,1690,50.00%
3716,Pink Fur Bear,4.1,Women,299,499,40.08%
3717,Casuals For Men,4.1,Men,449,499,10.02%
3718,AMPLICA Running Shoes,4,Women,2177,4999,56.45%
3719,EMPIRE D'LUX SPOTTED,4.4,Women,2475,5499,54.99%
3720,Women's Traditional Ethnic,3.7,Women,249,499,50.10%
3721,Jutis For Women,3.8,Women,199,599,66.78%
3722,Women SL-123 Magenta,4.3,Women,836,899,7.01%
3723,Laser-cut Interlace Bellies,4,Women,399,899,55.62%
3724,Bellies For Women,3.7,Women,283,499,43.29%
3725,Women Beige Flats,3.9,Women,349,999,65.07%
3726,Women Grey Flats,4.2,Women,360,499,27.86%
3727,Modern Runner Running,4.1,Men,1799,2999,40.01%
3728,Men Grey Casual,4,Men,474,999,52.55%
3729,TB-1009 Running Shoes,3.8,Men,530,599,11.52%
3730,Loafers For Men,3.7,Men,357,1299,72.52%
3731,Men Green Casual,3.7,Men,499,999,50.05%
3732,Men Blue Sports,4.1,Men,1299,1999,35.02%
3733,"Latest Collection, Comfortable",4,Women,449,999,55.06%
3734,Women Black Heels,4.4,Women,889,999,11.01%
3735,"casual , Partywear",4.1,Men,399,499,20.04%
3736,Bellies For Women,3.9,Women,259,499,48.10%
3737,Bellies shoe For,4,Women,424,499,15.03%
3738,Women Brown Heels,4.2,Women,399,499,20.04%
3739,Running Shoes For,4.1,Men,474,999,52.55%
